trialNum,resgister,reading (mm),strength,expected distance (mm)
6,0.0,103.0,-6334.0,240
6,0.0,103.0,-6349.0,240
6,0.0,68.0,-1863.0,240
6,1.0,140.0,-6533.0,240
6,0.0,103.0,-6407.0,240
6,0.0,103.0,-6408.0,240
6,0.0,103.0,-6509.0,240
6,0.0,103.0,-6357.0,240
6,0.0,103.0,-6370.0,240
6,0.0,103.0,-6310.0,240
6,1.0,203.0,-18230.0,240
6,0.0,103.0,-6515.0,240
6,0.0,103.0,-6407.0,240
6,1.0,198.0,-16251.0,240
6,0.0,103.0,-6345.0,240
6,0.0,104.0,-6435.0,240
6,0.0,103.0,-6432.0,240
6,0.0,103.0,-6539.0,240
6,0.0,103.0,-6402.0,240
6,0.0,103.0,-6413.0,240
6,0.0,103.0,-6521.0,240
6,0.0,103.0,-6430.0,240
6,0.0,103.0,-6387.0,240
6,1.0,256.0,-16390.0,240
6,0.0,103.0,-6427.0,240
6,0.0,103.0,-6411.0,240
6,0.0,103.0,-6459.0,240
6,0.0,103.0,-6323.0,240
6,0.0,103.0,-6421.0,240
6,0.0,103.0,-6362.0,240
6,0.0,103.0,-6415.0,240
6,0.0,103.0,-6412.0,240
6,0.0,103.0,-6512.0,240
6,0.0,103.0,-6477.0,240
6,0.0,103.0,-6383.0,240
6,0.0,103.0,-6306.0,240
6,0.0,103.0,-6396.0,240
6,0.0,104.0,-6530.0,240
6,0.0,103.0,-6396.0,240
6,0.0,103.0,-6271.0,240
6,0.0,103.0,-6418.0,240
6,0.0,103.0,-6350.0,240
6,0.0,103.0,-6445.0,240
6,0.0,103.0,-6479.0,240
6,0.0,103.0,-6457.0,240
6,0.0,103.0,-6495.0,240
6,0.0,104.0,-6320.0,240
6,0.0,103.0,-6455.0,240
6,0.0,103.0,-6333.0,240
6,0.0,103.0,-6357.0,240
6,0.0,103.0,-6426.0,240
6,0.0,103.0,-6396.0,240
6,0.0,103.0,-6384.0,240
6,0.0,103.0,-6448.0,240
6,0.0,103.0,-6404.0,240
6,0.0,103.0,-6371.0,240
6,0.0,103.0,-6471.0,240
6,0.0,103.0,-6425.0,240
6,0.0,103.0,-6488.0,240
6,0.0,103.0,-6326.0,240
6,0.0,103.0,-6398.0,240
6,0.0,103.0,-6322.0,240
6,1.0,256.0,-17508.0,240
6,0.0,103.0,-6342.0,240
6,0.0,103.0,-6368.0,240
6,1.0,205.0,-16684.0,240
6,0.0,103.0,-6358.0,240
6,0.0,103.0,-6392.0,240
6,0.0,103.0,-6418.0,240
6,0.0,103.0,-6410.0,240
6,0.0,103.0,-6319.0,240
6,0.0,103.0,-6265.0,240
6,0.0,103.0,-6474.0,240
6,0.0,103.0,-6436.0,240
6,0.0,103.0,-6429.0,240
6,0.0,103.0,-6320.0,240
6,0.0,103.0,-6336.0,240
6,0.0,103.0,-6389.0,240
6,0.0,103.0,-6531.0,240
6,0.0,103.0,-6439.0,240
6,0.0,103.0,-6361.0,240
6,0.0,103.0,-6296.0,240
6,0.0,103.0,-6401.0,240
6,0.0,103.0,-6434.0,240
6,0.0,103.0,-6424.0,240
6,0.0,103.0,-6319.0,240
6,0.0,103.0,-6386.0,240
6,1.0,202.0,-17153.0,240
6,0.0,103.0,-6374.0,240
6,0.0,103.0,-6466.0,240
6,0.0,103.0,-6449.0,240
6,0.0,103.0,-6434.0,240
6,0.0,103.0,-6523.0,240
6,0.0,103.0,-6415.0,240
6,0.0,103.0,-6438.0,240
6,0.0,103.0,-6421.0,240
6,0.0,104.0,-6508.0,240
6,0.0,103.0,-6342.0,240
7,0.0,196.0,-14952.0,230
7,0.0,31.0,2266.0,230
7,0.0,183.0,-12946.0,230
7,0.0,31.0,2381.0,230
7,0.0,31.0,2265.0,230
7,0.0,31.0,2201.0,230
7,0.0,197.0,-14738.0,230
7,0.0,31.0,2304.0,230
7,0.0,31.0,2286.0,230
7,1.0,192.0,-13455.0,230
7,0.0,31.0,2258.0,230
7,0.0,31.0,2204.0,230
7,1.0,193.0,-13992.0,230
7,0.0,197.0,-16007.0,230
7,0.0,199.0,-16372.0,230
7,0.0,199.0,-16898.0,230
7,0.0,193.0,-13948.0,230
7,0.0,185.0,-14539.0,230
7,0.0,195.0,-13487.0,230
7,0.0,202.0,-16027.0,230
7,0.0,31.0,2320.0,230
7,0.0,199.0,-16695.0,230
7,0.0,199.0,-16895.0,230
7,0.0,199.0,-16664.0,230
7,0.0,31.0,2261.0,230
7,0.0,31.0,2134.0,230
7,0.0,186.0,-13192.0,230
7,0.0,198.0,-16744.0,230
7,0.0,31.0,2242.0,230
7,0.0,31.0,2275.0,230
7,0.0,199.0,-16731.0,230
7,0.0,198.0,-16618.0,230
7,0.0,32.0,2355.0,230
7,0.0,31.0,2180.0,230
7,0.0,31.0,2346.0,230
7,0.0,194.0,-13521.0,230
7,0.0,202.0,-14629.0,230
7,0.0,31.0,2294.0,230
7,0.0,198.0,-17021.0,230
7,0.0,199.0,-16759.0,230
7,0.0,31.0,2237.0,230
7,0.0,198.0,-14531.0,230
7,0.0,31.0,2220.0,230
7,1.0,193.0,-15360.0,230
7,0.0,191.0,-16438.0,230
7,0.0,31.0,2306.0,230
7,0.0,205.0,-18847.0,230
7,0.0,31.0,2296.0,230
7,1.0,197.0,-16560.0,230
7,0.0,197.0,-17134.0,230
7,0.0,194.0,-12573.0,230
7,0.0,203.0,-16906.0,230
7,0.0,31.0,2215.0,230
7,0.0,201.0,-17226.0,230
7,0.0,31.0,2309.0,230
7,0.0,31.0,2293.0,230
7,0.0,31.0,2255.0,230
7,1.0,200.0,-16446.0,230
7,0.0,31.0,2294.0,230
7,0.0,31.0,2164.0,230
7,1.0,199.0,-16571.0,230
7,0.0,182.0,-13046.0,230
7,0.0,199.0,-16842.0,230
7,0.0,199.0,-16722.0,230
7,0.0,199.0,-16703.0,230
7,0.0,193.0,-14026.0,230
7,0.0,201.0,-16943.0,230
7,0.0,199.0,-16916.0,230
7,0.0,199.0,-16779.0,230
7,0.0,199.0,-16906.0,230
7,0.0,198.0,-17012.0,230
7,0.0,199.0,-16931.0,230
7,0.0,31.0,2136.0,230
7,0.0,199.0,-16583.0,230
7,0.0,201.0,-17024.0,230
7,0.0,193.0,-15568.0,230
7,0.0,194.0,-13922.0,230
7,0.0,198.0,-17225.0,230
7,0.0,199.0,-16931.0,230
7,0.0,191.0,-13396.0,230
7,0.0,31.0,2204.0,230
7,0.0,31.0,2241.0,230
7,0.0,32.0,2562.0,230
7,0.0,199.0,-17167.0,230
7,0.0,31.0,2185.0,230
7,0.0,31.0,2306.0,230
7,0.0,186.0,-13806.0,230
7,0.0,31.0,2171.0,230
7,0.0,186.0,-13469.0,230
7,0.0,31.0,2233.0,230
7,1.0,185.0,-13470.0,230
7,0.0,31.0,2251.0,230
7,0.0,184.0,-13813.0,230
7,0.0,195.0,-15686.0,230
7,0.0,195.0,-16195.0,230
7,0.0,195.0,-16018.0,230
7,0.0,199.0,-16489.0,230
7,0.0,199.0,-16814.0,230
7,0.0,31.0,2243.0,230
7,0.0,192.0,-14006.0,230
